t_ms,ax,ay,az,gx,gy,gz,roll_acc,roll_filt
93140,-0.1426,-0.0068,0.9862,-0.198,0.336,-2.855,-0.40,-0.87
93161,-0.1278,-0.0442,1.0629,0.595,0.763,-3.206,-2.38,-0.89
93180,-0.1210,-0.0532,0.9784,1.267,-0.840,-2.901,-3.11,-0.91
93200,-0.1339,-0.0730,1.0634,2.153,-0.153,-3.145,-3.93,-0.92
93220,-0.0923,-0.0658,1.1238,0.534,-1.374,-2.702,-3.35,-0.96
93240,-0.0920,-0.0685,0.9399,-0.183,-2.290,-2.305,-4.17,-1.03
93260,-0.1729,-0.0331,1.0110,-1.664,0.550,-1.695,-1.87,-1.08
93281,-0.1425,-0.0140,1.0948,-1.817,0.198,-1.405,-0.73,-1.11
93300,-0.1355,0.0049,0.9231,-1.511,0.992,-1.328,0.30,-1.11
93320,-0.0853,0.0115,0.9044,-0.748,2.489,-1.344,0.73,-1.09
93340,-0.1423,0.0305,0.9065,0.901,1.664,-1.420,1.93,-1.01
93360,-0.1229,-0.0018,0.9688,2.672,2.779,-1.847,-0.11,-0.94
93380,-0.1626,-0.0253,0.9950,2.947,2.153,-2.107,-1.45,-0.89
93400,-0.1276,-0.0529,1.0308,2.336,1.466,-2.504,-2.94,-0.89
93420,-0.1416,-0.0437,1.0273,1.420,1.313,-2.672,-2.44,-0.89
93440,-0.1394,-0.0554,1.0511,0.947,0.458,-2.962,-3.02,-0.91
93460,-0.1180,-0.0782,1.0203,0.534,-0.901,-3.115,-4.39,-0.97
93480,-0.1177,-0.0389,0.9407,0.107,-2.153,-3.023,-2.37,-1.00
93500,-0.1195,-0.0345,0.9131,0.137,-2.290,-2.885,-2.17,-1.02
93520,-0.1447,-0.0427,0.9099,1.176,-2.198,-2.656,-2.69,-1.03
93540,-0.1581,-0.0441,0.9374,1.832,-2.305,-2.519,-2.69,-1.03
93560,-0.1530,-0.0406,0.9298,2.534,-1.847,-2.336,-2.50,-1.01
93580,-0.1577,-0.0334,0.9750,3.130,-0.397,-2.046,-1.96,-0.97
93600,-0.1519,-0.0604,1.0199,2.626,0.046,-2.153,-3.39,-0.96
93620,-0.1907,-0.0414,1.0037,1.786,0.534,-2.122,-2.36,-0.96
93640,-0.1570,-0.0314,1.0571,0.687,1.695,-2.260,-1.70,-0.96
93660,-0.1490,-0.0142,1.0009,0.611,1.237,-2.336,-0.81,-0.94
93680,-0.1534,0.0225,0.9874,0.122,2.168,-2.550,1.30,-0.89
93700,-0.1560,0.0302,1.0172,-0.321,2.031,-2.687,1.70,-0.85
93720,-0.1409,0.0168,0.9977,-0.076,1.053,-2.855,0.97,-0.81
93740,-0.1542,0.0160,0.9581,-0.901,1.420,-2.962,0.96,-0.80
93760,-0.1678,0.0066,0.9620,-0.962,1.924,-3.099,0.39,-0.79
93780,-0.1499,0.0051,0.9406,0.015,0.855,-2.992,0.31,-0.77
93800,-0.1571,-0.0248,0.8744,1.527,0.824,-2.779,-1.62,-0.76
93820,-0.1440,-0.0526,0.8604,3.115,1.359,-2.595,-3.50,-0.75
93840,-0.1294,-0.0635,0.8671,4.321,1.771,-2.443,-4.19,-0.73
93860,-0.1798,-0.0737,0.8827,5.008,1.832,-2.443,-4.77,-0.72
93880,-0.1842,-0.0581,0.9736,5.603,2.672,-2.153,-3.42,-0.66
93900,-0.1897,-0.0856,1.0432,5.725,2.107,-2.366,-4.69,-0.63
93920,-0.1954,-0.1064,1.1094,3.969,2.504,-2.412,-5.48,-0.65
93940,-0.1957,-0.0372,1.1306,1.740,1.542,-2.794,-1.89,-0.64
93960,-0.1969,-0.0050,1.2091,-0.687,1.847,-2.901,-0.24,-0.64
93980,-0.1667,0.0363,1.1454,-2.122,-0.641,-3.023,1.81,-0.64
94000,-0.1727,0.0607,1.0968,-2.412,-0.702,-3.176,3.17,-0.61
94020,-0.1631,0.0548,1.0846,-2.275,-1.679,-3.038,2.89,-0.58
94040,-0.1875,0.0315,1.0630,-2.214,-2.779,-3.359,1.70,-0.58
94060,-0.1614,0.0155,1.0522,-2.443,-3.267,-3.511,0.84,-0.60
94080,-0.1969,0.0006,0.9417,-2.076,-3.313,-3.695,0.04,-0.63
94100,-0.1848,-0.0459,0.9445,-2.611,-2.092,-3.924,-2.78,-0.72
94120,-0.1826,-0.0328,0.8695,-1.679,-2.183,-4.061,-2.16,-0.78
94140,-0.1843,-0.0291,0.8862,-0.779,-0.443,-4.153,-1.88,-0.82
94160,-0.2089,-0.0292,0.9578,0.031,0.046,-4.504,-1.74,-0.84
94180,-0.1617,-0.0295,1.0397,0.366,0.611,-4.321,-1.63,-0.85
94201,-0.1726,-0.0101,0.9869,-0.214,-0.168,-4.000,-0.59,-0.85
94220,-0.1450,-0.0209,1.0519,-1.557,0.748,-3.817,-1.14,-0.88
94240,-0.1378,-0.0161,1.0482,-2.595,-0.458,-3.282,-0.88,-0.93
94260,-0.1475,-0.0062,0.9547,-2.458,-1.420,-2.733,-0.37,-0.97
94280,-0.1357,0.0211,0.8937,-1.160,-1.374,-2.260,1.35,-0.95
94300,-0.1273,-0.0032,0.8647,0.168,-1.832,-1.954,-0.21,-0.93
94320,-0.1666,0.0018,0.8571,2.214,-2.382,-1.786,0.12,-0.86
94340,-0.1295,-0.0084,0.9047,3.847,-2.397,-1.649,-0.53,-0.78
94360,-0.1746,-0.0189,0.8898,5.069,-3.176,-1.664,-1.22,-0.69
94380,-0.1538,-0.0247,0.9908,5.954,-2.046,-1.695,-1.43,-0.59
94400,-0.1464,-0.0028,1.0022,5.817,-2.962,-1.573,-0.16,-0.47
94420,-0.1563,0.0017,1.0177,4.885,-2.550,-1.450,0.10,-0.36
94441,-0.1771,0.0106,1.0377,3.069,-1.969,-1.450,0.59,-0.28
94480,-0.1774,0.0845,1.1245,-1.008,0.641,-2.611,4.30,-0.21
94484,-0.1714,0.0818,1.1340,-1.863,0.992,-2.611,4.13,-0.16
94500,-0.1826,0.1273,1.0170,-2.794,1.221,-2.595,7.14,-0.07
94520,-0.1459,0.1198,1.0963,-4.397,3.954,-2.427,6.23,-0.03
94540,-0.1322,0.1495,1.0336,-5.267,2.809,-2.107,8.23,0.03
94560,-0.1375,0.0817,1.0540,-5.939,5.084,-1.786,4.43,0.01
94580,-0.1489,0.0626,1.0289,-6.305,4.748,-1.053,3.48,-0.05
94600,-0.1316,0.0520,1.0038,-5.985,4.198,-0.672,2.97,-0.11
94620,-0.1106,0.0271,1.0300,-5.588,3.893,-0.061,1.51,-0.18
94640,-0.1453,0.0139,0.9182,-4.153,1.740,0.321,0.87,-0.24
94660,-0.1521,-0.0083,0.9656,-2.870,1.954,0.351,-0.49,-0.30
94680,-0.1770,-0.0201,0.9470,-1.908,-0.260,0.168,-1.22,-0.36
94700,-0.1823,-0.0284,0.9359,-0.916,0.015,0.198,-1.74,-0.41
94720,-0.1967,-0.0275,0.9504,-0.763,-0.076,-0.183,-1.66,-0.45
94740,-0.1742,-0.0242,0.9541,-1.679,-0.015,-0.427,-1.45,-0.50
94760,-0.1913,0.0002,0.9542,-2.977,0.733,-0.275,0.01,-0.55
94780,-0.1614,0.0533,0.9581,-3.450,1.038,-0.122,3.19,-0.54
94800,-0.1681,0.0591,0.9763,-3.206,1.313,0.443,3.46,-0.52
94820,-0.1561,0.0480,0.9832,-1.832,0.427,0.885,2.79,-0.49
94840,-0.1403,0.0762,0.9916,-0.962,-0.656,1.466,4.39,-0.41
94860,-0.1543,0.0464,0.9713,-0.046,-1.053,1.878,2.73,-0.35
94880,-0.1843,0.0214,0.9724,0.031,-0.931,2.275,1.26,-0.32
94900,-0.1285,0.0499,0.9717,0.137,-1.908,2.275,2.94,-0.25
94920,-0.1395,0.0472,0.9172,-0.092,-1.756,2.748,2.95,-0.19
94940,-0.2034,0.0334,0.8600,0.626,-0.794,2.809,2.23,-0.13
94960,-0.1682,0.0377,0.9663,0.870,0.275,2.748,2.24,-0.06
94980,-0.2329,0.0469,0.9504,1.115,-0.244,2.824,2.82,0.02
95000,-0.1689,0.0438,0.9728,1.863,0.611,2.794,2.58,0.10
95021,-0.1643,0.0743,0.9794,1.771,0.885,3.130,4.34,0.22
95041,-0.1765,0.0803,0.9877,1.221,1.435,3.481,4.65,0.34
95060,-0.1859,0.0782,0.9742,0.931,1.466,3.618,4.59,0.44
95080,-0.1589,0.1105,1.0386,0.550,2.122,3.817,6.07,0.56
95100,-0.1863,0.1133,1.0284,-0.351,1.496,4.168,6.29,0.67
95120,-0.1738,0.1078,0.9952,-0.458,1.405,4.305,6.18,0.77
95140,-0.1755,0.1251,0.9717,-0.168,1.542,4.534,7.34,0.90
95160,-0.1602,0.1136,0.9324,0.214,1.206,4.824,6.95,1.02
95180,-0.1545,0.1047,0.8906,0.809,1.176,5.160,6.71,1.15
95201,-0.2233,0.0807,0.9487,1.282,2.214,5.481,4.86,1.25
95220,-0.2216,0.0753,1.0150,1.252,1.725,5.542,4.24,1.34
95240,-0.1805,0.0763,1.0648,0.550,1.573,5.618,4.10,1.40
95260,-0.1835,0.0985,1.0587,-0.412,1.145,6.061,5.32,1.47
95280,-0.2295,0.0481,1.0892,-1.893,1.557,6.229,2.53,1.46
95300,-0.1897,0.0837,1.0516,-2.565,0.611,6.473,4.55,1.47
95320,-0.1461,0.1240,0.9993,-2.565,0.321,6.748,7.08,1.53
95341,-0.1687,0.1075,0.9369,-2.168,0.107,7.344,6.55,1.59
95360,-0.2322,0.0509,0.9347,-0.901,0.565,7.176,3.12,1.60
95380,-0.1862,0.0408,0.9998,-0.458,0.290,6.885,2.34,1.61
95400,-0.1917,0.0306,1.0243,-1.328,-0.168,6.473,1.71,1.58
95420,-0.2217,0.0076,1.0360,-2.656,-0.275,6.076,0.42,1.51
95440,-0.2135,0.0404,0.9866,-3.145,-1.023,5.802,2.35,1.46
95460,-0.2032,0.0485,0.9351,-2.443,-0.443,5.710,2.97,1.45
95480,-0.2219,-0.0033,0.9268,-1.756,0.519,5.298,-0.20,1.38
95500,-0.2273,-0.0194,0.9469,-0.687,0.641,4.855,-1.17,1.31
95521,-0.2280,-0.0204,0.9587,-0.275,0.947,4.855,-1.22,1.26
95540,-0.2336,-0.0511,0.9723,-0.122,1.634,4.351,-3.01,1.17
95560,-0.2516,-0.0482,0.9821,-0.046,2.000,4.046,-2.81,1.09
95580,-0.2372,-0.0432,0.9806,-0.290,1.863,3.847,-2.52,1.01
95600,-0.2445,-0.0452,0.9828,-0.168,1.573,3.511,-2.63,0.94
95620,-0.2413,-0.0273,0.9565,0.229,1.313,3.374,-1.64,0.89
95640,-0.2279,-0.0175,0.9546,0.656,1.237,3.359,-1.05,0.86
95660,-0.2415,-0.0219,0.9612,0.992,0.947,3.145,-1.30,0.84
95680,-0.2560,-0.0055,0.9637,1.038,0.656,2.748,-0.33,0.84
95701,-0.2506,-0.0023,0.9730,1.023,0.626,2.519,-0.14,0.84
95720,-0.2582,-0.0088,0.9811,1.130,0.672,2.244,-0.51,0.83
95740,-0.2578,-0.0004,0.9878,0.733,0.351,2.000,-0.02,0.83
95760,-0.2587,0.0043,0.9801,0.794,0.031,1.802,0.25,0.83
95780,-0.2679,-0.0062,0.9941,0.901,0.183,1.527,-0.36,0.83
95800,-0.2750,-0.0096,0.9758,0.687,-0.366,1.252,-0.57,0.81
95820,-0.2664,-0.0116,0.9945,0.321,0.000,1.115,-0.67,0.79
95840,-0.2740,-0.0106,0.9767,0.366,-0.351,0.718,-0.62,0.77
95879,-0.2819,0.0006,0.9895,-0.733,-0.137,0.443,0.04,0.74
95884,-0.2797,-0.0060,0.9888,-0.702,-0.076,0.443,-0.35,0.70
95900,-0.2684,0.0018,0.9874,-0.718,0.168,0.321,0.11,0.68
95920,-0.2584,0.0033,1.0134,-0.947,0.504,0.305,0.19,0.65
95940,-0.2773,0.0072,0.9927,-0.763,-0.046,0.366,0.42,0.63
95960,-0.2756,0.0046,0.9922,-0.229,-0.031,0.412,0.27,0.62
95980,-0.2834,0.0012,1.0148,0.443,-0.229,0.153,0.07,0.62
96000,-0.2803,0.0017,0.9924,0.718,-0.626,0.183,0.10,0.62
96021,-0.2813,-0.0052,0.9829,0.565,-0.443,0.061,-0.31,0.61
96040,-0.2727,-0.0077,0.9929,0.489,-0.565,-0.198,-0.44,0.60
96061,-0.2893,0.0010,0.9772,0.550,-0.427,-0.321,0.06,0.60
96080,-0.2803,0.0035,0.9839,0.473,0.031,-0.473,0.21,0.60
96100,-0.2709,0.0173,0.9874,0.153,0.153,-0.580,1.01,0.61
96120,-0.2891,0.0371,1.0051,-0.137,0.382,-0.580,2.11,0.64
96140,-0.2980,0.0449,1.0381,-0.534,0.534,-0.458,2.48,0.67
96160,-0.3003,0.0555,1.0363,-0.885,0.321,-0.458,3.07,0.70
96180,-0.2871,0.0559,1.0391,-1.389,0.336,-0.397,3.08,0.72
96200,-0.2709,0.0466,1.0245,-1.573,0.061,-0.260,2.61,0.72
96220,-0.2551,0.0338,1.0032,-2.107,-0.092,-0.153,1.93,0.71
96240,-0.2438,0.0314,0.9581,-1.969,-0.198,0.046,1.88,0.69
96260,-0.2544,0.0096,0.9293,-1.435,0.198,0.122,0.59,0.66
96280,-0.2701,-0.0046,0.9243,-1.099,0.260,0.290,-0.29,0.62
96300,-0.2899,-0.0254,0.9023,-0.214,0.351,-0.122,-1.61,0.57
96320,-0.2988,-0.0397,0.9272,0.244,0.840,-0.260,-2.45,0.52
96340,-0.2925,-0.0332,0.9695,0.397,0.885,-0.519,-1.96,0.47
96360,-0.2883,-0.0199,0.9670,0.565,0.595,-0.779,-1.18,0.45
96380,-0.2820,-0.0040,0.9772,0.427,0.687,-0.931,-0.24,0.45
96400,-0.2742,0.0165,0.9901,0.229,0.504,-0.962,0.95,0.46
96420,-0.2732,0.0369,0.9749,-0.092,0.473,-0.885,2.17,0.49
96440,-0.2604,0.0526,0.9764,-0.244,0.519,-0.702,3.08,0.54
96460,-0.2527,0.0656,0.9762,-0.366,0.382,-0.397,3.84,0.60
96481,-0.2604,0.0632,0.9706,-0.519,0.183,-0.168,3.73,0.65
96500,-0.2560,0.0580,0.9849,-0.656,0.397,0.168,3.37,0.69
96520,-0.2753,0.0463,0.9728,-0.473,0.092,0.321,2.72,0.73
96540,-0.2822,0.0229,0.9854,-0.550,0.290,0.397,1.33,0.73
96560,-0.2839,-0.0029,0.9994,-0.565,0.137,0.214,-0.17,0.70
96580,-0.2897,-0.0162,0.9873,-0.718,0.031,0.183,-0.94,0.65
96600,-0.2834,-0.0255,0.9894,-1.008,0.351,-0.046,-1.48,0.59
96620,-0.2808,-0.0187,0.9808,-1.115,0.427,-0.107,-1.09,0.53
96640,-0.2754,-0.0121,0.9794,-1.084,0.489,-0.397,-0.71,0.49
96660,-0.2687,-0.0005,0.9780,-0.931,0.427,-0.489,-0.03,0.46
96680,-0.2626,0.0088,0.9790,-0.534,0.473,-0.550,0.51,0.45
96700,-0.2585,0.0188,0.9762,-0.061,0.275,-0.595,1.10,0.46
96720,-0.2499,0.0255,0.9775,0.092,0.321,-0.489,1.50,0.48
96740,-0.2502,0.0281,0.9790,0.168,0.244,-0.168,1.64,0.51
96760,-0.2490,0.0236,0.9835,0.198,0.351,-0.031,1.37,0.53
96780,-0.2494,0.0220,0.9882,0.061,0.397,0.092,1.27,0.55
96800,-0.2559,0.0143,0.9915,-0.076,0.427,0.153,0.83,0.55
96820,-0.2523,0.0110,0.9849,0.122,0.214,0.153,0.64,0.56
96840,-0.2524,0.0077,0.9862,-0.046,0.244,0.000,0.45,0.55
96861,-0.2516,0.0084,0.9851,-0.092,0.153,-0.229,0.49,0.55
96880,-0.2479,0.0094,0.9843,-0.153,0.198,-0.305,0.55,0.55
96900,-0.2418,0.0115,0.9808,-0.366,0.137,-0.611,0.67,0.54
96920,-0.2383,0.0115,0.9784,-0.351,0.137,-0.641,0.67,0.54
96940,-0.2367,0.0160,0.9778,-0.351,0.229,-0.473,0.94,0.54
96960,-0.2324,0.0172,0.9785,-0.366,0.275,-0.504,1.01,0.54
96980,-0.2322,0.0176,0.9797,-0.397,0.366,-0.504,1.03,0.54
97000,-0.2316,0.0133,0.9802,-0.305,0.351,-0.153,0.78,0.54
97020,-0.2360,0.0120,0.9818,-0.504,0.443,-0.061,0.70,0.53
97040,-0.2443,0.0078,0.9818,-0.489,0.550,-0.076,0.46,0.52
97060,-0.2496,0.0067,0.9832,-0.397,0.382,0.046,0.39,0.51
97080,-0.2505,0.0043,0.9847,-0.412,0.458,0.137,0.25,0.50
97100,-0.2303,-0.0018,0.9877,-0.275,0.305,0.107,-0.11,0.48
97120,-0.2234,-0.0032,0.9891,-0.107,0.321,-0.015,-0.18,0.47
97140,-0.1995,-0.0070,0.9905,-0.107,0.122,-0.229,-0.40,0.45
97160,-0.1512,-0.0100,1.0055,-0.046,-0.092,-0.305,-0.57,0.43
97180,-0.0874,-0.0120,1.0208,-0.214,-0.412,-0.275,-0.67,0.40
97200,-0.0408,-0.0134,1.0243,-0.107,-0.641,-0.427,-0.75,0.37
97220,0.0094,-0.0164,1.0317,-0.198,-1.252,-0.519,-0.91,0.35
97240,0.0577,-0.0150,1.0367,-0.229,-1.481,-0.183,-0.83,0.32
97260,0.0754,-0.0193,1.0371,-0.366,-1.679,-0.198,-1.07,0.28
97299,0.0829,-0.0227,1.0081,-0.305,-1.603,-0.168,-1.29,0.24
97303,0.0804,-0.0225,1.0043,-0.183,-1.649,-0.122,-1.28,0.21
97320,0.0699,-0.0256,0.9913,-0.244,-1.527,-0.122,-1.48,0.17
97340,0.0376,-0.0251,0.9727,-0.061,-1.176,-0.092,-1.48,0.14
97360,0.0009,-0.0223,0.9578,-0.061,-0.687,-0.092,-1.34,0.11
97380,-0.0360,-0.0217,0.9438,-0.137,-0.153,-0.305,-1.32,0.08
97400,-0.0667,-0.0164,0.9363,-0.168,0.397,-0.260,-1.00,0.05
97420,-0.0881,-0.0122,0.9336,-0.153,0.824,-0.321,-0.75,0.03
97440,-0.0938,-0.0065,0.9417,0.000,1.282,-0.366,-0.39,0.02
97460,-0.0983,-0.0048,0.9550,-0.031,1.664,-0.351,-0.29,0.02
97480,-0.0940,-0.0022,0.9658,-0.015,1.450,-0.351,-0.13,0.01
97500,-0.0803,-0.0038,0.9779,-0.031,1.527,-0.244,-0.22,0.01
97520,-0.0641,-0.0074,0.9863,-0.046,1.267,-0.153,-0.43,-0.00
97540,-0.0458,-0.0103,0.9972,0.015,1.084,-0.198,-0.59,-0.01
97560,-0.0276,-0.0134,1.0050,-0.183,0.702,-0.122,-0.77,-0.03
97580,-0.0146,-0.0168,1.0132,-0.092,0.351,-0.107,-0.95,-0.05
97600,-0.0033,-0.0198,1.0170,-0.168,-0.015,-0.092,-1.11,-0.08
97620,0.0057,-0.0217,1.0175,-0.244,-0.244,-0.214,-1.22,-0.10
97640,0.0065,-0.0200,1.0116,-0.183,-0.443,-0.229,-1.13,-0.13
97660,0.0038,-0.0206,1.0028,-0.321,-0.427,-0.229,-1.18,-0.16
97680,-0.0050,-0.0200,0.9944,-0.275,-0.336,-0.366,-1.15,-0.18
97700,-0.0171,-0.0175,0.9886,-0.275,-0.153,-0.443,-1.01,-0.20
97720,-0.0282,-0.0125,0.9834,-0.275,-0.031,-0.275,-0.73,-0.22
97740,-0.0431,-0.0101,0.9810,-0.183,0.305,-0.214,-0.59,-0.23
97761,-0.0548,-0.0093,0.9834,-0.137,0.519,-0.168,-0.54,-0.24
97780,-0.0602,-0.0114,0.9888,-0.244,0.748,-0.260,-0.66,-0.25
97800,-0.0616,-0.0114,0.9921,0.015,0.931,-0.031,-0.66,-0.26
97820,-0.0610,-0.0142,0.9968,-0.046,0.885,-0.214,-0.81,-0.27
97840,-0.0549,-0.0129,1.0016,0.107,0.702,-0.198,-0.74,-0.28
97860,-0.0486,-0.0178,1.0010,0.153,0.641,-0.260,-1.02,-0.29
97880,-0.0421,-0.0175,1.0018,-0.046,0.443,-0.244,-1.00,-0.31
97900,-0.0322,-0.0177,0.9996,-0.031,0.305,-0.198,-1.01,-0.32
97920,-0.0259,-0.0172,0.9943,-0.153,0.198,-0.137,-0.99,-0.34
97940,-0.0208,-0.0131,0.9893,-0.275,0.183,-0.290,-0.76,-0.35
97960,-0.0166,-0.0115,0.9849,-0.168,0.107,-0.244,-0.67,-0.36
97980,-0.0172,-0.0115,0.9821,-0.229,0.198,-0.275,-0.67,-0.37
98000,-0.0216,-0.0115,0.9856,-0.168,0.153,-0.168,-0.67,-0.38
98020,-0.0250,-0.0094,0.9852,0.015,0.244,-0.275,-0.55,-0.38
98040,-0.0287,-0.0154,0.9879,-0.046,0.336,-0.122,-0.89,-0.39
98060,-0.0364,-0.0167,0.9926,-0.046,0.412,-0.183,-0.97,-0.41
98080,-0.0399,-0.0173,0.9954,-0.153,0.534,-0.183,-1.00,-0.42
98100,-0.0449,-0.0175,0.9984,-0.198,0.443,-0.229,-1.00,-0.44
98120,-0.0472,-0.0135,0.9978,-0.214,0.382,-0.275,-0.78,-0.45
98140,-0.0431,-0.0110,0.9962,-0.351,0.443,-0.336,-0.63,-0.46
98160,-0.0422,-0.0096,0.9956,-0.183,0.336,-0.397,-0.55,-0.46
98180,-0.0381,-0.0092,0.9933,-0.336,0.336,-0.382,-0.53,-0.47
98200,-0.0352,-0.0099,0.9921,-0.076,0.321,-0.305,-0.57,-0.48
98220,-0.0323,-0.0127,0.9928,-0.229,0.275,-0.275,-0.73,-0.48
98240,-0.0316,-0.0143,0.9918,-0.076,0.290,-0.275,-0.83,-0.49
98260,-0.0291,-0.0148,0.9716,0.534,0.046,-0.122,-0.87,-0.49
98280,-0.0288,-0.0214,0.9919,-0.489,0.748,-0.336,-1.23,-0.51
98300,-0.0287,-0.0148,1.0031,-0.336,-0.092,-0.183,-0.84,-0.53
98320,-0.0339,-0.0167,0.9896,-0.321,0.153,-0.260,-0.97,-0.54
98340,-0.0358,-0.0142,0.9825,-0.290,0.702,-0.168,-0.83,-0.55
98360,-0.0332,-0.0157,0.9890,-0.244,0.473,-0.290,-0.91,-0.57
98380,-0.0343,-0.0134,0.9946,-0.229,0.412,-0.214,-0.77,-0.57
98400,-0.0365,-0.0139,0.9974,-0.092,0.366,-0.305,-0.80,-0.58
98420,-0.0399,-0.0103,0.9961,-0.122,0.275,-0.244,-0.59,-0.58
98440,-0.0386,-0.0121,0.9993,-0.092,0.290,-0.275,-0.69,-0.59
98460,-0.0393,-0.0132,0.9968,-0.244,0.321,-0.168,-0.76,-0.60
98480,-0.0388,-0.0134,0.9944,-0.244,0.397,-0.290,-0.77,-0.60
98500,-0.0389,-0.0116,0.9927,-0.198,0.275,-0.122,-0.67,-0.61
98520,-0.0363,-0.0139,0.9884,-0.321,0.336,-0.260,-0.81,-0.62
98540,-0.0364,-0.0151,0.9868,-0.153,0.244,-0.198,-0.88,-0.63
98560,-0.0347,-0.0160,0.9886,-0.153,0.336,-0.214,-0.93,-0.64
98580,-0.0319,-0.0154,0.9919,-0.198,0.260,-0.198,-0.89,-0.65
98600,-0.0308,-0.0176,0.9913,-0.153,0.305,-0.198,-1.02,-0.66
98639,-0.0316,-0.0156,0.9935,-0.168,0.336,-0.168,-0.90,-0.66
98643,-0.0308,-0.0148,0.9928,-0.198,0.351,-0.198,-0.85,-0.67
98660,-0.0320,-0.0140,0.9930,-0.183,0.305,-0.336,-0.81,-0.68
98680,-0.0344,-0.0122,0.9938,-0.214,0.382,-0.153,-0.70,-0.68
98700,-0.0347,-0.0110,0.9908,-0.168,0.412,-0.168,-0.64,-0.69
98720,-0.0369,-0.0125,0.9921,-0.122,0.412,-0.137,-0.72,-0.69
98740,-0.0375,-0.0128,0.9924,-0.122,0.397,-0.244,-0.74,-0.69
98760,-0.0398,-0.0135,0.9930,-0.122,0.366,-0.244,-0.78,-0.70
98780,-0.0389,-0.0142,0.9944,-0.107,0.336,-0.244,-0.82,-0.70
98800,-0.0385,-0.0146,0.9938,-0.153,0.351,-0.153,-0.84,-0.71
98820,-0.0382,-0.0155,0.9930,-0.107,0.275,-0.290,-0.89,-0.71
98840,-0.0360,-0.0144,0.9913,-0.260,0.260,-0.198,-0.83,-0.72
98860,-0.0333,-0.0164,0.9907,-0.244,0.321,-0.229,-0.95,-0.73
98880,-0.0333,-0.0155,0.9895,-0.214,0.229,-0.305,-0.90,-0.74
98900,-0.0317,-0.0161,0.9906,-0.198,0.397,-0.198,-0.93,-0.74
98920,-0.0304,-0.0145,0.9919,-0.183,0.351,-0.260,-0.84,-0.75
98940,-0.0298,-0.0155,0.9915,-0.122,0.351,-0.107,-0.90,-0.76
98960,-0.0314,-0.0150,0.9922,-0.153,0.473,-0.107,-0.87,-0.76
98980,-0.0341,-0.0137,0.9967,-0.153,0.321,-0.229,-0.79,-0.76
99000,-0.0371,-0.0144,0.9982,-0.107,0.397,-0.183,-0.83,-0.77
99020,-0.0358,-0.0127,0.9961,0.031,0.366,-0.214,-0.73,-0.77
99040,-0.0385,-0.0128,0.9946,-0.137,0.382,-0.122,-0.74,-0.77
99060,-0.0359,-0.0116,0.9935,-0.183,0.382,-0.122,-0.67,-0.77
99080,-0.0367,-0.0128,0.9896,0.397,-0.076,-0.168,-0.74,-0.76
99100,-0.0376,-0.0116,0.9932,-0.137,0.351,-0.244,-0.67,-0.76
99120,-0.0344,-0.0121,0.9916,-0.183,0.305,-0.153,-0.70,-0.76
99140,-0.0344,-0.0129,0.9929,0.015,0.321,-0.168,-0.75,-0.76
99161,-0.0327,-0.0155,0.9891,-0.183,0.336,-0.275,-0.90,-0.77
99180,-0.0303,-0.0157,0.9905,-0.214,0.382,-0.366,-0.91,-0.78
99200,-0.0311,-0.0149,0.9926,-0.107,0.351,-0.107,-0.86,-0.78
99220,-0.0303,-0.0142,0.9861,0.427,0.214,-0.092,-0.82,-0.77
99240,-0.0326,-0.0153,0.9960,0.336,0.183,-0.061,-0.88,-0.77
99260,-0.0353,-0.0134,0.9939,-0.153,0.427,-0.122,-0.77,-0.77
99280,-0.0349,-0.0114,0.9937,-0.092,0.382,-0.275,-0.65,-0.77
99300,-0.0341,-0.0127,0.9938,-0.229,0.702,-0.214,-0.73,-0.78
99320,-0.0380,-0.0161,0.9916,-0.290,0.031,-0.260,-0.93,-0.78
99340,-0.0370,-0.0111,0.9941,-0.137,0.107,-0.321,-0.64,-0.78
99360,-0.0369,-0.0085,0.9923,-0.595,0.809,-0.321,-0.49,-0.79
99380,-0.0334,-0.0134,0.9908,-0.061,0.137,-0.366,-0.78,-0.79
99400,-0.0328,-0.0118,0.9935,0.275,-0.046,-0.229,-0.68,-0.78
99420,-0.0345,-0.0101,0.9963,0.137,0.183,-0.336,-0.58,-0.78
99440,-0.0323,-0.0101,0.9926,-0.321,0.611,-0.336,-0.58,-0.78
99460,-0.0320,-0.0117,0.9927,-0.290,0.534,-0.229,-0.68,-0.78
99480,-0.0334,-0.0154,0.9949,-0.153,0.427,-0.153,-0.89,-0.79
99500,-0.0350,-0.0128,0.9956,-0.687,0.427,-0.260,-0.74,-0.80
99520,-0.0349,-0.0160,0.9924,-0.473,0.275,-0.229,-0.92,-0.81
99540,-0.0344,-0.0148,0.9932,-0.275,0.382,-0.122,-0.85,-0.82
99560,-0.0350,-0.0159,0.9937,-0.183,0.183,-0.214,-0.91,-0.82
99580,-0.0344,-0.0148,0.9908,0.092,0.031,-0.305,-0.85,-0.82
99600,-0.0359,-0.0106,0.9933,-0.153,0.198,-0.198,-0.61,-0.82
99620,-0.0359,-0.0103,0.9918,-0.382,0.198,-0.275,-0.59,-0.82
99640,-0.0356,-0.0123,0.9928,-0.061,0.611,-0.076,-0.71,-0.82
99660,-0.0375,-0.0078,0.9908,-0.198,0.824,-0.122,-0.45,-0.82
99680,-0.0376,-0.0084,0.9921,-0.366,0.504,-0.153,-0.49,-0.82
