t_ms,ax,ay,az,gx,gy,gz,roll_acc,roll_filt
59540,0.0132,-0.0837,0.9694,-0.260,0.244,-0.382,-4.94,-4.21
59560,0.0061,-0.0697,0.9535,0.183,0.168,-0.534,-4.18,-4.21
59580,0.0168,-0.0781,0.9967,0.824,0.427,-0.183,-4.48,-4.20
59600,0.0143,-0.0869,1.0488,0.565,0.107,-0.321,-4.74,-4.20
59620,0.0071,-0.0801,1.0278,-0.137,-0.061,-0.122,-4.45,-4.20
59641,0.0236,-0.0753,1.0079,-0.382,-0.015,-0.168,-4.27,-4.21
59660,0.0072,-0.0686,0.9968,-0.153,0.305,-0.076,-3.94,-4.21
59680,0.0170,-0.0737,1.0135,-0.336,0.305,-0.137,-4.16,-4.22
59700,0.0166,-0.0632,0.9694,-0.611,-0.076,-0.183,-3.73,-4.22
59720,0.0135,-0.0475,0.9766,-0.260,0.321,-0.260,-2.78,-4.19
59740,0.0145,-0.0587,1.0243,0.031,0.489,-0.153,-3.28,-4.18
59760,0.0089,-0.0724,1.0176,0.092,0.015,-0.046,-4.07,-4.17
59780,0.0187,-0.0751,0.9878,-0.305,0.214,-0.046,-4.35,-4.18
59801,0.0107,-0.0680,0.9417,-0.061,0.305,-0.061,-4.13,-4.18
59820,0.0128,-0.0704,0.9840,0.122,1.221,0.000,-4.09,-4.18
59840,0.0035,-0.0662,0.9763,0.244,0.626,0.000,-3.88,-4.17
59860,0.0007,-0.0642,0.9730,0.137,1.115,-0.153,-3.78,-4.16
59880,-0.0028,-0.0684,1.0072,-0.229,1.542,-0.107,-3.88,-4.16
59900,-0.0182,-0.0565,0.9974,-0.672,1.069,-0.290,-3.24,-4.15
59921,-0.0348,-0.0542,0.9792,-0.748,1.115,-0.168,-3.17,-4.15
59940,-0.0454,-0.0444,0.9716,-0.015,1.145,-0.229,-2.62,-4.12
59960,-0.0535,-0.0597,1.0219,-0.046,1.786,-0.107,-3.34,-4.10
59980,-0.0496,-0.0580,0.9928,-0.214,1.053,0.061,-3.34,-4.09
60000,-0.0453,-0.0543,0.9647,-0.198,0.824,-0.137,-3.22,-4.08
60021,-0.0453,-0.0587,1.0040,0.092,0.947,-0.092,-3.35,-4.06
60040,-0.0436,-0.0607,1.0211,-0.046,0.290,-0.107,-3.40,-4.05
60060,-0.0475,-0.0607,1.0023,-0.031,0.061,-0.046,-3.46,-4.04
60080,-0.0518,-0.0571,0.9602,-0.290,0.015,0.046,-3.40,-4.03
60100,-0.0619,-0.0645,0.9890,-0.351,0.397,0.107,-3.73,-4.03
60120,-0.0552,-0.0599,0.9977,-0.611,0.382,-0.015,-3.44,-4.03
60140,-0.0656,-0.0464,0.9479,-0.397,0.015,-0.046,-2.80,-4.01
60160,-0.0621,-0.0603,0.9790,-0.305,0.962,-0.031,-3.52,-4.01
60180,-0.0612,-0.0591,1.0094,-0.122,0.672,-0.061,-3.35,-4.00
60200,-0.0575,-0.0608,0.9998,0.107,0.458,0.061,-3.48,-3.99
60239,-0.0656,-0.0570,0.9609,0.336,1.191,0.031,-3.40,-3.97
60243,-0.0670,-0.0514,0.9666,0.260,1.450,-0.046,-3.04,-3.94
60260,-0.0690,-0.0651,1.0037,-0.076,1.817,0.015,-3.71,-3.94
60280,-0.0634,-0.0575,0.9971,0.290,1.176,0.000,-3.30,-3.92
60300,-0.0616,-0.0565,1.0343,0.214,1.252,-0.092,-3.13,-3.90
60320,-0.0701,-0.0515,1.0643,-0.168,0.733,-0.153,-2.77,-3.88
60340,-0.0564,-0.0525,1.0469,-0.443,0.168,-0.076,-2.87,-3.87
60360,-0.0605,-0.0479,0.9812,-0.595,-0.611,-0.046,-2.79,-3.86
60380,-0.0734,-0.0476,0.9911,-0.122,-0.031,0.137,-2.75,-3.84
60400,-0.0928,-0.0500,1.0109,-0.153,-0.198,0.076,-2.83,-3.82
60420,-0.0953,-0.0477,0.9991,-0.244,-0.718,0.137,-2.73,-3.81
60440,-0.0963,-0.0448,0.9625,-0.290,-0.870,0.092,-2.66,-3.79
60460,-0.0859,-0.0369,0.9899,-0.076,-0.336,0.122,-2.13,-3.76
60480,-0.0891,-0.0457,1.0215,0.275,-0.534,0.153,-2.56,-3.73
60500,-0.0973,-0.0605,0.9728,0.366,-0.916,0.168,-3.56,-3.72
60520,-0.1042,-0.0503,0.9840,0.107,0.458,0.321,-2.93,-3.70
60540,-0.1073,-0.0511,0.9740,-0.305,0.870,0.458,-3.01,-3.69
60560,-0.1093,-0.0459,0.9525,-0.183,0.962,0.336,-2.76,-3.68
60580,-0.1185,-0.0410,0.9990,-0.076,1.893,0.168,-2.35,-3.65
60600,-0.1136,-0.0286,0.9696,0.137,1.267,0.183,-1.69,-3.61
60620,-0.1212,-0.0548,0.9916,0.244,1.832,0.153,-3.16,-3.60
60640,-0.1206,-0.0453,0.9587,0.305,1.649,0.046,-2.70,-3.57
60660,-0.1189,-0.0432,0.9036,0.840,1.740,0.153,-2.74,-3.54
60680,-0.1333,-0.0667,0.9771,0.977,2.779,0.214,-3.90,-3.53
60700,-0.1318,-0.0664,1.0267,-0.031,2.336,-0.015,-3.70,-3.53
60720,-0.1421,-0.0509,0.9806,-0.519,1.466,-0.122,-2.97,-3.53
60740,-0.1379,-0.0449,0.9658,-0.061,1.496,-0.107,-2.66,-3.52
60760,-0.1326,-0.0524,0.9746,0.519,1.206,-0.107,-3.08,-3.50
60780,-0.1477,-0.0518,1.0197,0.260,1.191,-0.214,-2.91,-3.48
60800,-0.1432,-0.0580,1.0216,0.458,0.183,-0.366,-3.25,-3.47
60820,-0.1510,-0.0731,1.0070,0.870,0.229,-0.458,-4.15,-3.46
60840,-0.1487,-0.0704,1.0060,0.305,-0.061,-0.550,-4.01,-3.47
60860,-0.1438,-0.0616,0.9586,0.611,-1.267,-0.580,-3.68,-3.46
60880,-0.1520,-0.0637,0.9967,0.733,-0.672,-0.519,-3.66,-3.45
60900,-0.1567,-0.0663,0.9661,0.611,-1.405,-0.687,-3.93,-3.45
60920,-0.1636,-0.0541,0.9497,-0.092,-0.305,-0.702,-3.26,-3.44
60940,-0.1675,-0.0280,0.9896,-0.427,0.214,-0.580,-1.62,-3.42
60960,-0.1539,-0.0446,0.9563,0.672,-0.275,-0.565,-2.67,-3.39
60980,-0.1820,-0.0557,0.9492,1.038,0.550,-0.489,-3.36,-3.37
61000,-0.1853,-0.0613,0.9529,1.634,0.794,-0.473,-3.68,-3.34
61020,-0.1792,-0.0670,0.9974,1.115,1.679,-0.427,-3.84,-3.33
61040,-0.1949,-0.0463,1.0150,0.641,1.527,-0.473,-2.61,-3.30
61060,-0.1768,-0.0505,1.0217,0.794,1.786,-0.321,-2.83,-3.28
61080,-0.1914,-0.0416,0.9659,1.099,1.405,-0.427,-2.47,-3.24
61100,-0.1786,-0.0460,1.0022,1.557,1.817,-0.397,-2.63,-3.20
61120,-0.2158,-0.0634,1.0504,0.733,1.374,-0.275,-3.45,-3.19
61140,-0.2239,-0.0341,1.0187,0.550,0.611,-0.443,-1.91,-3.15
61160,-0.2347,-0.0393,0.9351,0.656,0.046,-0.458,-2.41,-3.12
61180,-0.2418,-0.0270,0.9482,0.870,0.977,-0.473,-1.63,-3.08
61200,-0.2511,-0.0293,0.9639,1.099,0.687,-0.611,-1.74,-3.03
61220,-0.2854,-0.0439,1.0007,0.443,0.748,-0.397,-2.51,-3.01
61240,-0.3236,-0.0304,0.9674,-0.061,0.427,-0.519,-1.80,-2.99
61260,-0.3245,-0.0178,0.9453,0.107,1.053,-0.443,-1.08,-2.95
61280,-0.3303,-0.0261,0.9437,0.473,1.405,-0.458,-1.59,-2.91
61300,-0.3446,-0.0232,0.9210,0.733,1.084,-0.534,-1.44,-2.87
61320,-0.3567,-0.0363,0.9419,1.008,1.771,-0.611,-2.20,-2.83
61340,-0.3524,-0.0302,0.9792,1.176,1.924,-0.733,-1.76,-2.79
61360,-0.3490,-0.0278,0.9972,1.084,1.756,-0.565,-1.60,-2.74
61380,-0.3370,-0.0295,1.0007,0.427,1.832,-0.519,-1.69,-2.71
61400,-0.3488,-0.0206,0.9637,0.336,1.389,-0.565,-1.23,-2.68
61420,-0.3418,-0.0161,0.9835,0.718,1.771,-0.580,-0.94,-2.63
61440,-0.3549,-0.0245,0.9944,0.672,1.344,-0.550,-1.41,-2.59
61460,-0.3402,-0.0353,1.0144,0.397,0.885,-0.534,-1.99,-2.57
61480,-0.3447,-0.0244,0.9554,0.275,0.260,-0.550,-1.46,-2.54
61500,-0.3279,-0.0171,0.9889,0.260,0.763,-0.580,-0.99,-2.51
61520,-0.3263,-0.0131,0.9833,0.443,-0.061,-0.550,-0.76,-2.46
61540,-0.3243,-0.0294,0.9841,0.824,-0.214,-0.244,-1.71,-2.43
61579,-0.3323,-0.0270,1.0182,0.305,-0.092,-0.351,-1.52,-2.41
61583,-0.3276,-0.0289,1.0160,0.305,-0.351,-0.366,-1.63,-2.39
61600,-0.3236,-0.0238,0.9926,0.580,-0.519,-0.366,-1.37,-2.36
61620,-0.3372,-0.0360,0.9595,0.489,-0.870,-0.458,-2.15,-2.34
61640,-0.3352,-0.0179,0.9788,0.000,-0.427,-0.504,-1.05,-2.32
61660,-0.3270,-0.0105,1.0266,-0.290,-0.336,-0.458,-0.59,-2.29
61680,-0.3148,-0.0117,1.0024,0.153,-0.855,-0.305,-0.67,-2.25
61701,-0.3165,-0.0186,0.9923,0.183,-0.595,-0.168,-1.07,-2.23
61720,-0.3168,-0.0211,1.0189,-0.046,-0.534,-0.153,-1.19,-2.21
61740,-0.3126,-0.0126,0.9811,-0.229,-0.870,-0.168,-0.73,-2.18
61760,-0.3254,-0.0105,0.9377,0.382,-0.641,-0.244,-0.64,-2.14
61780,-0.3248,-0.0345,0.9880,0.183,0.092,-0.244,-2.00,-2.14
61800,-0.3303,-0.0245,0.9884,-0.412,-0.321,-0.473,-1.42,-2.13
61820,-0.3148,-0.0173,0.9954,-0.382,0.336,-0.336,-1.00,-2.11
61840,-0.3129,-0.0046,0.9709,0.214,-0.046,-0.168,-0.27,-2.07
61860,-0.3154,-0.0182,1.0293,0.305,0.473,-0.153,-1.01,-2.05
61880,-0.3180,-0.0155,1.0175,-0.046,-0.336,-0.061,-0.87,-2.02
61900,-0.3203,-0.0255,0.9865,-0.458,0.015,-0.107,-1.48,-2.02
61920,-0.3187,-0.0083,0.9834,-0.595,0.214,-0.183,-0.48,-2.00
61940,-0.3191,-0.0221,0.9689,-0.015,0.122,-0.275,-1.31,-1.99
61960,-0.3158,-0.0192,0.9921,-0.427,0.748,-0.260,-1.11,-1.98
61980,-0.3132,-0.0121,0.9569,-0.580,-0.137,-0.351,-0.72,-1.97
62000,-0.3162,-0.0156,0.9474,-0.397,0.504,-0.229,-0.94,-1.95
62020,-0.3152,-0.0269,0.9424,-0.107,0.397,-0.183,-1.63,-1.95
62040,-0.3145,-0.0167,0.9698,-0.595,0.641,-0.061,-0.99,-1.94
62060,-0.3127,-0.0110,0.9321,-0.534,0.412,-0.137,-0.68,-1.93
62080,-0.3196,-0.0132,0.9192,-0.214,0.977,-0.153,-0.82,-1.91
62100,-0.3229,-0.0199,0.9648,0.107,1.237,-0.122,-1.18,-1.89
62120,-0.3073,-0.0189,0.9874,0.473,1.084,-0.168,-1.10,-1.87
62140,-0.3199,-0.0330,0.9596,0.656,0.916,-0.137,-1.97,-1.86
62160,-0.3190,-0.0277,0.9873,0.336,1.221,-0.183,-1.61,-1.84
62181,-0.3065,-0.0210,0.9841,0.275,1.008,-0.305,-1.22,-1.83
62200,-0.3118,-0.0258,1.0222,0.092,1.191,-0.244,-1.44,-1.82
62220,-0.2988,-0.0208,1.0316,-0.305,0.748,-0.412,-1.15,-1.81
62240,-0.2926,-0.0139,0.9656,-0.427,0.183,-0.275,-0.83,-1.80
62260,-0.3083,-0.0133,0.9658,-0.458,0.824,-0.137,-0.79,-1.79
62280,-0.3081,-0.0237,1.0126,-0.519,0.504,-0.366,-1.34,-1.79
62300,-0.3024,-0.0138,0.9685,-0.580,-0.229,-0.290,-0.82,-1.78
62320,-0.2935,-0.0115,0.9375,-0.031,-0.137,-0.229,-0.70,-1.76
62340,-0.3037,-0.0283,0.9675,0.214,-0.275,-0.336,-1.68,-1.75
62360,-0.3142,-0.0302,0.9949,-0.015,-0.366,-0.336,-1.74,-1.75
62380,-0.2998,-0.0170,0.9678,-0.137,-0.534,-0.336,-1.00,-1.74
62400,-0.3064,-0.0145,0.9641,-0.015,-0.107,-0.351,-0.86,-1.72
62420,-0.3020,-0.0197,1.0088,-0.214,-0.076,-0.229,-1.12,-1.72
62440,-0.2915,-0.0153,0.9634,-0.183,-0.489,-0.137,-0.91,-1.70
62460,-0.3143,-0.0287,0.9562,-0.168,0.321,-0.092,-1.72,-1.71
62480,-0.3053,-0.0319,0.9873,-0.321,0.656,-0.168,-1.85,-1.72
62500,-0.2943,-0.0125,0.9554,-0.107,0.427,-0.122,-0.75,-1.70
62520,-0.3005,-0.0194,0.9495,0.092,1.053,-0.137,-1.17,-1.69
62540,-0.2970,-0.0302,0.9955,-0.061,1.252,-0.153,-1.73,-1.69
62560,-0.2969,-0.0179,0.9617,-0.321,0.641,-0.290,-1.07,-1.68
62580,-0.2931,-0.0182,0.9393,-0.015,1.053,-0.321,-1.11,-1.67
62600,-0.2870,-0.0222,0.9811,0.595,1.023,-0.275,-1.30,-1.65
62620,-0.2849,-0.0337,0.9943,0.947,0.504,-0.275,-1.94,-1.64
62640,-0.2788,-0.0322,0.9651,0.641,0.580,-0.168,-1.91,-1.63
62660,-0.2799,-0.0338,0.9708,0.290,0.916,-0.229,-1.99,-1.63
62680,-0.2808,-0.0376,1.0133,-0.198,0.962,-0.183,-2.12,-1.65
62700,-0.2725,-0.0220,0.9828,-0.153,0.473,-0.260,-1.28,-1.64
62720,-0.2654,-0.0148,0.9395,0.092,0.794,-0.244,-0.90,-1.63
62740,-0.2751,-0.0220,0.9373,0.626,0.824,-0.198,-1.34,-1.61
62760,-0.2753,-0.0332,0.9800,0.229,0.916,-0.351,-1.94,-1.61
62780,-0.2838,-0.0295,0.9800,-0.198,0.687,-0.305,-1.73,-1.62
62800,-0.2725,-0.0186,0.9915,-0.366,0.687,-0.382,-1.07,-1.61
62820,-0.2738,-0.0111,0.9917,-0.397,0.427,-0.260,-0.64,-1.60
62840,-0.2750,-0.0103,0.9794,-0.351,0.382,-0.336,-0.60,-1.59
62860,-0.2710,-0.0154,0.9951,-0.137,0.214,-0.168,-0.89,-1.58
62881,-0.2789,-0.0183,0.9938,0.061,-0.183,-0.015,-1.06,-1.57
62900,-0.2798,-0.0341,1.0051,-0.046,0.076,-0.107,-1.94,-1.57
62938,-0.2721,-0.0271,0.9589,0.397,0.000,-0.076,-1.62,-1.57
62942,-0.2740,-0.0269,0.9648,0.336,-0.061,-0.137,-1.59,-1.56
62960,-0.2737,-0.0344,0.9669,0.672,0.031,-0.198,-2.04,-1.56
62980,-0.2882,-0.0269,0.9742,0.397,0.107,-0.198,-1.58,-1.55
63000,-0.2789,-0.0266,0.9841,0.427,0.107,-0.366,-1.55,-1.54
63021,-0.2695,-0.0265,0.9689,0.534,-0.183,-0.153,-1.57,-1.53
63040,-0.2761,-0.0201,0.9575,0.473,0.031,-0.198,-1.21,-1.52
63060,-0.2826,-0.0144,0.9659,0.305,0.107,-0.305,-0.85,-1.50
63080,-0.2928,-0.0112,0.9692,0.076,0.183,-0.260,-0.66,-1.48
63100,-0.2992,-0.0126,0.9657,-0.107,0.351,-0.229,-0.75,-1.47
63120,-0.3063,-0.0090,0.9478,-0.137,0.656,-0.290,-0.55,-1.45
63140,-0.3134,-0.0088,0.9521,0.061,0.916,-0.244,-0.53,-1.43
63161,-0.3109,-0.0170,0.9685,0.443,1.008,-0.305,-1.00,-1.41
63180,-0.3246,-0.0203,0.9814,0.595,1.099,-0.275,-1.18,-1.40
63200,-0.3234,-0.0294,1.0162,0.443,1.328,-0.351,-1.66,-1.39
63220,-0.3384,-0.0282,1.0133,-0.076,1.145,-0.473,-1.59,-1.40
63240,-0.3335,-0.0182,1.0079,-0.214,0.962,-0.366,-1.03,-1.40
63260,-0.3314,-0.0083,1.0096,-0.244,0.702,-0.305,-0.47,-1.38
63280,-0.3323,-0.0181,1.0085,-0.168,0.519,-0.305,-1.03,-1.38
63300,-0.3407,-0.0077,1.0137,-0.382,0.260,-0.244,-0.43,-1.37
63320,-0.3375,-0.0132,1.0022,-0.183,-0.031,-0.198,-0.75,-1.36
63340,-0.3514,-0.0145,0.9995,-0.260,0.000,-0.244,-0.83,-1.35
63360,-0.3536,-0.0161,1.0065,-0.580,-0.168,-0.214,-0.92,-1.36
63380,-0.3606,-0.0214,1.0000,-0.626,-0.519,-0.290,-1.22,-1.37
63400,-0.3577,-0.0133,0.9678,-0.351,-1.069,-0.305,-0.79,-1.36
63420,-0.3695,-0.0145,0.9478,-0.046,-0.656,-0.351,-0.88,-1.35
63440,-0.3662,-0.0146,0.9561,0.168,-0.641,-0.427,-0.88,-1.34
63460,-0.3690,-0.0194,0.9465,0.275,-0.626,-0.321,-1.17,-1.33
63480,-0.3827,-0.0187,0.9347,0.015,-0.595,-0.519,-1.14,-1.33
63500,-0.3821,-0.0112,0.9470,0.046,-0.427,-0.427,-0.68,-1.31
63520,-0.3934,-0.0063,0.9664,0.046,-0.336,-0.427,-0.38,-1.29
63540,-0.3887,-0.0068,0.9769,-0.275,-0.107,-0.504,-0.40,-1.28
63560,-0.3900,-0.0059,0.9696,-0.580,0.092,-0.458,-0.35,-1.27
63580,-0.3927,0.0018,0.9692,-0.840,0.290,-0.336,0.11,-1.26
63600,-0.3949,0.0012,0.9763,-0.580,0.565,-0.305,0.07,-1.25
63621,-0.3923,0.0009,0.9761,-0.504,0.595,-0.351,0.05,-1.23
63640,-0.3920,-0.0011,0.9873,-0.473,0.733,-0.458,-0.06,-1.22
63661,-0.3921,-0.0137,0.9884,-0.092,0.641,-0.458,-0.79,-1.21
63680,-0.3947,-0.0150,0.9928,-0.046,0.672,-0.382,-0.87,-1.20
63700,-0.3970,-0.0125,0.9987,0.015,0.641,-0.519,-0.71,-1.19
63720,-0.3872,-0.0155,1.0046,0.076,0.595,-0.427,-0.88,-1.19
63740,-0.3862,-0.0149,1.0063,-0.092,0.382,-0.565,-0.85,-1.18
63760,-0.3843,-0.0176,1.0077,-0.290,0.473,-0.565,-1.00,-1.18
63780,-0.3727,-0.0134,0.9874,-0.290,0.168,-0.595,-0.78,-1.18
63800,-0.3743,-0.0062,0.9790,-0.473,0.198,-0.489,-0.36,-1.17
63820,-0.3748,-0.0026,0.9862,-0.794,0.244,-0.458,-0.15,-1.17
63840,-0.3669,-0.0033,0.9673,-0.931,-0.244,-0.443,-0.20,-1.17
63860,-0.3785,-0.0020,0.9514,-0.962,0.000,-0.305,-0.12,-1.17
63880,-0.3657,-0.0022,0.9515,-0.947,0.137,-0.244,-0.13,-1.16
63901,-0.3640,-0.0061,0.9542,-0.702,-0.015,-0.168,-0.37,-1.16
63920,-0.3676,-0.0146,0.9586,-0.855,-0.092,-0.244,-0.88,-1.17
63940,-0.3625,-0.0134,0.9646,-1.038,-0.137,-0.321,-0.80,-1.19
63960,-0.3562,-0.0103,0.9573,-0.977,0.015,-0.458,-0.61,-1.19
63980,-0.3428,-0.0178,0.9591,-0.809,0.000,-0.351,-1.06,-1.21
64000,-0.3301,-0.0168,0.9729,-0.702,-0.031,-0.397,-0.99,-1.22
64020,-0.3135,-0.0205,0.9719,-0.626,-0.076,-0.443,-1.21,-1.23
64040,-0.3055,-0.0154,0.9597,-0.366,-0.107,-0.382,-0.92,-1.23
64060,-0.2821,-0.0295,0.9670,-0.229,0.229,-0.260,-1.75,-1.24
64080,-0.2715,-0.0355,0.9840,-0.244,0.137,-0.244,-2.07,-1.26
64100,-0.2700,-0.0305,1.0237,-0.076,-0.092,-0.305,-1.71,-1.28
64120,-0.2395,-0.0375,1.0428,0.260,-0.733,-0.260,-2.06,-1.29
64140,-0.2246,-0.0405,1.0101,0.504,-1.267,-0.321,-2.30,-1.30
64160,-0.2003,-0.0386,1.0073,0.046,-1.115,-0.397,-2.19,-1.31
64180,-0.1722,-0.0416,1.0065,-0.351,-1.145,-0.305,-2.37,-1.34
64200,-0.1650,-0.0272,1.0017,-0.809,-0.885,-0.198,-1.56,-1.36
64220,-0.1642,-0.0195,1.0005,-1.206,-0.595,-0.198,-1.12,-1.38
64240,-0.1647,-0.0133,0.9929,-1.374,-0.580,-0.153,-0.77,-1.39
64279,-0.1691,-0.0197,0.9719,-1.450,-0.061,-0.122,-1.16,-1.42
64283,-0.1702,-0.0212,0.9707,-1.496,-0.122,-0.183,-1.25,-1.44
64300,-0.1655,-0.0212,0.9607,-1.557,0.198,-0.046,-1.27,-1.47
64320,-0.1694,-0.0256,0.9556,-1.496,0.290,-0.214,-1.54,-1.50
64340,-0.1663,-0.0339,0.9701,-1.603,0.595,-0.168,-2.00,-1.54
64360,-0.1664,-0.0331,0.9607,-1.557,0.443,-0.107,-1.97,-1.58
64380,-0.1666,-0.0387,0.9739,-1.389,0.687,-0.290,-2.28,-1.62
64400,-0.1672,-0.0398,0.9878,-1.115,0.626,-0.244,-2.31,-1.66
64420,-0.1704,-0.0491,1.0012,-0.916,0.504,-0.122,-2.81,-1.70
64440,-0.1659,-0.0513,0.9905,-0.901,0.168,-0.229,-2.96,-1.74
64460,-0.1628,-0.0494,0.9829,-0.809,0.061,-0.198,-2.88,-1.78
64480,-0.1606,-0.0511,0.9680,-0.656,-0.061,-0.229,-3.02,-1.82
64500,-0.1716,-0.0465,0.9526,-0.534,-0.092,-0.168,-2.80,-1.85
64520,-0.1583,-0.0454,0.9655,-0.321,-0.061,-0.214,-2.69,-1.87
64541,-0.1644,-0.0439,0.9514,-0.153,-0.061,-0.153,-2.64,-1.89
64560,-0.1517,-0.0486,0.9630,-0.198,0.198,-0.168,-2.89,-1.91
64580,-0.1611,-0.0419,0.9565,-0.168,0.137,-0.046,-2.51,-1.93
64600,-0.1699,-0.0320,0.9709,-0.076,0.382,-0.107,-1.89,-1.93
64620,-0.1705,-0.0367,0.9874,0.534,0.519,0.061,-2.13,-1.92
64640,-0.1646,-0.0454,1.0045,0.779,0.718,0.076,-2.59,-1.92
64660,-0.1644,-0.0507,0.9999,0.656,0.779,0.046,-2.90,-1.93
64680,-0.1578,-0.0505,1.0009,0.351,0.962,0.046,-2.89,-1.94
64700,-0.1643,-0.0443,0.9968,-0.260,0.992,-0.076,-2.55,-1.96
64720,-0.1613,-0.0363,0.9871,-0.656,0.947,-0.214,-2.10,-1.97
64740,-0.1565,-0.0276,0.9811,-0.809,0.779,-0.229,-1.61,-1.98
64760,-0.1589,-0.0238,0.9745,-0.626,0.855,-0.168,-1.40,-1.98
64780,-0.1486,-0.0226,0.9762,-0.504,0.809,-0.366,-1.33,-1.98
64800,-0.1440,-0.0275,0.9752,-0.336,0.855,-0.305,-1.61,-1.98
64820,-0.1401,-0.0347,0.9718,-0.519,0.962,-0.260,-2.04,-1.99
64840,-0.1360,-0.0453,0.9673,-0.626,0.901,-0.382,-2.68,-2.02
64860,-0.1298,-0.0472,0.9738,-0.916,1.069,-0.260,-2.78,-2.05
64880,-0.1361,-0.0470,0.9691,-1.130,1.160,-0.198,-2.78,-2.09
64900,-0.1244,-0.0507,0.9690,-1.191,1.176,-0.122,-2.99,-2.13
64920,-0.1342,-0.0480,0.9735,-0.901,1.130,-0.137,-2.82,-2.16
64940,-0.1182,-0.0519,0.9911,-0.687,1.008,-0.107,-3.00,-2.19
64961,-0.1226,-0.0515,0.9781,-0.366,0.855,-0.214,-3.01,-2.21
64980,-0.1249,-0.0551,0.9882,-0.107,1.374,-0.122,-3.19,-2.24
65000,-0.1156,-0.0546,1.0079,-0.137,1.282,-0.168,-3.10,-2.26
65020,-0.1140,-0.0491,1.0131,0.031,1.221,-0.046,-2.77,-2.26
65040,-0.1080,-0.0514,1.0176,0.336,0.992,0.015,-2.89,-2.27
65060,-0.0880,-0.0552,0.9968,0.687,0.763,0.107,-3.17,-2.28
65080,-0.0947,-0.0521,0.9512,1.084,0.504,0.122,-3.14,-2.27
65100,-0.0850,-0.0533,0.9799,1.359,0.733,0.107,-3.12,-2.26
65120,-0.1530,-0.0579,1.1238,1.206,0.748,0.092,-2.95,-2.25
65140,-0.1327,-0.0709,1.2599,0.550,-0.794,-0.046,-3.22,-2.26
65160,-0.0677,-0.0759,1.2632,-0.336,-3.282,-0.153,-3.44,-2.29
65180,-0.0947,-0.0475,1.1624,-1.573,-4.565,-0.153,-2.34,-2.32
65200,-0.0991,-0.0336,1.1528,-2.748,-4.458,-0.183,-1.67,-2.36
65220,-0.0887,-0.0057,1.1904,-3.450,-5.252,-0.168,-0.28,-2.39
65240,-0.1046,0.0126,1.2091,-3.557,-6.489,-0.122,0.60,-2.40
65260,-0.0873,-0.0062,1.2188,-3.466,-7.878,0.122,-0.29,-2.42
65280,-0.0911,-0.0219,1.2046,-3.405,-9.130,0.122,-1.04,-2.46
65300,-0.1006,-0.0308,1.1914,-4.031,-10.137,-0.076,-1.48,-2.52
65320,-0.0742,-0.0414,1.1420,-4.763,-11.145,0.153,-2.08,-2.61
65340,-0.0602,-0.0560,1.0442,-5.084,-11.542,0.153,-3.07,-2.72
65360,-0.0688,-0.0559,0.9640,-5.359,-11.221,0.137,-3.32,-2.83
65380,-0.0087,-0.0703,0.9022,-5.160,-10.748,0.061,-4.46,-2.97
65400,-0.0018,-0.0802,0.7980,-4.458,-10.076,0.122,-5.74,-3.11
65420,-0.0219,-0.0739,0.7076,-3.389,-8.580,0.122,-5.96,-3.23
65440,0.0095,-0.0776,0.6747,-2.031,-6.626,0.183,-6.56,-3.34
65460,-0.0082,-0.0782,0.6830,-0.214,-5.008,0.244,-6.54,-3.41
65480,0.0050,-0.1078,0.7487,1.053,-3.939,0.244,-8.19,-3.48
65501,0.0378,-0.1154,0.7225,1.817,-3.847,0.229,-9.07,-3.56
65520,0.0256,-0.1102,0.6830,2.260,-2.092,0.305,-9.17,-3.63
65540,0.0436,-0.1012,0.7306,2.473,-0.427,0.473,-7.89,-3.66
65560,0.0505,-0.1013,0.7701,2.702,0.153,0.458,-7.49,-3.69
65580,0.0416,-0.0934,0.8214,2.641,1.252,0.641,-6.49,-3.69
65619,0.0592,-0.0669,0.9199,1.847,2.092,0.489,-4.16,-3.66
65623,0.0511,-0.0626,0.9186,1.924,2.122,0.504,-3.90,-3.63
65640,0.0519,-0.0481,0.9218,1.908,2.076,0.427,-2.99,-3.58
65660,0.0581,-0.0359,0.9342,2.198,2.275,0.412,-2.20,-3.51
65680,0.0642,-0.0471,0.9707,2.122,2.382,0.229,-2.78,-3.45
65700,0.0299,-0.0516,1.0204,1.924,2.214,0.198,-2.90,-3.41
65720,-0.0092,-0.0548,1.0469,1.603,2.550,-0.046,-3.00,-3.37
65740,-0.0104,-0.0604,1.0735,1.099,4.107,-0.046,-3.22,-3.34
65761,-0.0063,-0.0695,1.1182,0.534,5.710,-0.351,-3.55,-3.34
65780,0.0111,-0.0658,1.1544,-0.504,6.550,-0.504,-3.26,-3.34
65800,-0.0092,-0.0370,1.1705,-1.191,7.420,-0.595,-1.81,-3.34
65820,-0.0320,-0.0275,1.1825,-1.969,8.473,-0.656,-1.33,-3.33
65840,-0.0471,-0.0197,1.1617,-1.985,9.206,-0.550,-0.97,-3.33
65860,-0.0493,-0.0311,1.1802,-1.725,10.840,-0.611,-1.51,-3.32
65880,-0.0577,-0.0383,1.1785,-2.061,12.015,-0.641,-1.86,-3.34
65900,-0.0594,-0.0465,1.1906,-2.229,12.916,-0.580,-2.24,-3.36
65920,-0.0195,-0.0587,1.1671,-2.153,12.840,-0.626,-2.88,-3.39
